,index,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix,year
170,170,Religious,198115941228.42703,SB10,0.01880,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05456,0.07294,0.06761,0.42890,0.33154,0.35490,2021
171,171,Educational and vocational,212838367739.28860,SB20,0.01880,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05456,0.07294,0.06761,0.42890,0.33154,0.35490,2021
172,172,Hospitals,335377415990.44904,SB31,0.01880,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05456,0.07294,0.06761,0.42890,0.33154,0.35490,2021
173,173,Special care,75652337469.32381,SB32,0.01880,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05456,0.07294,0.06761,0.42890,0.33154,0.35490,2021
174,174,Lodging,333097535277.99927,SB41,0.02810,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06386,0.08224,0.07691,0.52886,0.42572,0.45124,2021
175,175,Air transportation,6522869098.21050,SB43,0.02370,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05946,0.07784,0.07251,0.48632,0.38471,0.40952,2021
176,176,Other transportation,1255401381.69733,SB45,0.02370,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05946,0.07784,0.07251,0.48632,0.38471,0.40952,2021
177,177,Warehouses,129247228809.67365,SC01,0.02250,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05826,0.07664,0.07131,0.47335,0.37248,0.39702,2021
178,178,Other commercial,167854351278.81033,SC02,0.02620,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06196,0.08034,0.07501,0.51139,0.40870,0.43397,2021
179,179,Multimerchandise shopping,242344895149.14993,SC03,0.02620,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06196,0.08034,0.07501,0.51139,0.40870,0.43397,2021
180,180,Food and beverage establishments,142536462117.35654,SC04,0.02620,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06196,0.08034,0.07501,0.51139,0.40870,0.43397,2021
181,181,Manufacturing,312763751530.29919,SI00,0.03140,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06716,0.08554,0.08021,0.55641,0.45307,0.47886,2021
182,182,Public safety,10144839642.98087,SO03,0.02370,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05946,0.07784,0.07251,0.48632,0.38471,0.40952,2021
183,183,Office,595428227074.33008,SOO1,0.02470,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06046,0.07884,0.07351,0.49665,0.39453,0.41955,2021
184,184,Medical buildings,100075071149.16150,SOO2,0.02470,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06046,0.07884,0.07351,0.49665,0.39453,0.41955,2021
185,185,Amusement and recreation,164426728047.59677,SB42,0.03000,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06576,0.08414,0.07881,0.54512,0.44179,0.46749,2021
186,186,Local transit structures,2713917848.21348,SB44,0.02370,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05946,0.07784,0.07251,0.48632,0.38471,0.40952,2021
187,187,Other land transportation,4956240890.77537,SB46,0.02370,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05946,0.07784,0.07251,0.48632,0.38471,0.40952,2021
188,188,Farm,210718689416.34479,SN00,0.02390,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05966,0.07804,0.07271,0.48842,0.38670,0.41155,2021
189,189,Water supply,17351319722.53933,SO01,0.02250,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05826,0.07664,0.07131,0.47335,0.37248,0.39702,2021
190,190,Sewage and waste disposal,18704712570.43619,SO02,0.02250,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05826,0.07664,0.07131,0.47335,0.37248,0.39702,2021
191,191,Highway and conservation and development,14651065465.73664,SO04,0.02250,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05826,0.07664,0.07131,0.47335,0.37248,0.39702,2021
192,192,Mobile structures,3986455830.51417,SOMO,0.05560,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.09136,0.10974,0.10441,0.68954,0.59462,0.61934,2021
193,193,Other railroad,35355401893.73472,SU11,0.01760,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05336,0.07174,0.06641,0.41282,0.31709,0.33995,2021
194,194,Track replacement,41586561300.32015,SU12,0.02490,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06066,0.07904,0.07371,0.49867,0.39646,0.42152,2021
195,195,Electric,70225622110.68069,SU30,0.02110,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05686,0.07524,0.06991,0.45737,0.35759,0.38174,2021
196,196,Wind and solar,13828813700.95988,SU60,0.03030,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06606,0.08444,0.07911,0.54759,0.44425,0.46997,2021
197,197,Residential,1251223569158.91162,RES,0.01631,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Residential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05207,0.07046,0.06513,0.39456,0.30089,0.32313,2021
198,198,Computers and Software,398439404774.10364,,0.41304,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.45327,0.50227,0.48659,0.93813,0.87270,0.89259,2021
199,199,Industrial Machinery,754098089403.83569,,0.10569,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Industrial Machinery,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.14592,0.19492,0.17924,0.80161,0.64562,0.68849,2021
200,200,Instruments and Communications Equipment,847266959305.16626,,0.12485,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Instruments and Communications Equipment,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.16508,0.21408,0.19840,0.82433,0.67954,0.71996,2021
201,201,Intellectual Property,1681853383295.78247,,0.17644,0.23877,0.32456,0.29711,Intellectual Property,-0.31471,0.28750,0.18988,0.36202,0.53435,0.50642,Intellectual Property,0.03347,0.08140,0.06606,corporate,0.01212,0.04350,0.03346,0.20991,0.25785,0.24251,0.85116,0.72487,0.76057,2021
204,204,Mining and Drilling Structures,2172847614881.23291,,0.05760,0.26075,0.35000,0.32144,Structures,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Mining and Drilling Structures,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.09783,0.14683,0.13115,0.65282,0.47215,0.51725,2021
205,205,Nonresidential Buildings,4551150305062.84180,,0.02561,0.26075,0.35000,0.32144,Structures,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Nonresidential Buildings,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.06584,0.11484,0.09916,0.49143,0.30455,0.34669,2021
206,206,Office and Residential Equipment,213260346795.91928,,0.11933,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Office and Residential Equipment,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.15956,0.20856,0.19288,0.81995,0.67255,0.71359,2021
207,207,Other Equipment,337069776280.60559,,0.15074,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Other Equipment,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.19097,0.23997,0.22429,0.85192,0.72180,0.75888,2021
208,208,Other Industrial Equipment,1055995584198.92261,,0.09750,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Other Industrial Equipment,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.13773,0.18673,0.17105,0.75885,0.59580,0.63901,2021
209,209,Other Structures,1869521471202.14795,,0.02290,0.26075,0.35000,0.32144,Structures,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Other Structures,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.06313,0.11213,0.09645,0.46395,0.28155,0.32202,2021
210,210,Residential Buildings,333776430841.08838,,0.01631,0.26075,0.35000,0.32144,Structures,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Residential Buildings,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.05654,0.10554,0.08986,0.38418,0.21953,0.25442,2021
211,211,Transportation Equipment,965295479648.01782,,0.14020,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Transportation Equipment,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.18043,0.22943,0.21375,0.79865,0.65235,0.69195,2021
212,212,Computers and Software,133772595225.89632,,0.41707,0.20508,0.29992,0.27241,Equipment,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Computers and Software,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.45283,0.47122,0.46589,0.94127,0.91376,0.92157,2021
213,213,Industrial Machinery,170693910596.16437,,0.10585,0.20508,0.29992,0.27241,Equipment,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Industrial Machinery,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.14161,0.16000,0.15467,0.80870,0.73628,0.75591,2021
214,214,Instruments and Communications Equipment,352265040694.83380,,0.13114,0.20508,0.29992,0.27241,Equipment,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Instruments and Communications Equipment,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.16689,0.18528,0.17995,0.83786,0.77352,0.79113,2021
215,215,Intellectual Property,387169616704.21753,,0.18561,0.18223,0.27567,0.24857,Intellectual Property,-0.50538,0.19719,0.05540,0.50564,0.30944,0.34904,Intellectual Property,0.02923,0.04722,0.04200,non-corporate,0.01478,0.01461,0.01466,0.21483,0.23282,0.22761,0.86363,0.80842,0.82361,2021
218,218,Mining and Drilling Structures,337164385118.76697,,0.06203,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Mining and Drilling Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.09779,0.11618,0.11085,0.68536,0.59557,0.61889,2021
219,219,Nonresidential Buildings,2863254694937.15771,,0.02432,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Nonresidential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06008,0.07846,0.07313,0.48920,0.38815,0.41286,2021
220,220,Office and Residential Equipment,108443653204.08075,,0.12040,0.20508,0.29992,0.27241,Equipment,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Office and Residential Equipment,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.15616,0.17455,0.16922,0.82741,0.76001,0.77839,2021
221,221,Other Equipment,175872223719.39435,,0.15009,0.20508,0.29992,0.27241,Equipment,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Equipment,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.18585,0.20424,0.19891,0.85693,0.79822,0.81440,2021
222,222,Other Industrial Equipment,349865415801.07751,,0.12282,0.20508,0.29992,0.27241,Equipment,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Industrial Equipment,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.15858,0.17697,0.17163,0.81754,0.74946,0.76791,2021
223,223,Other Structures,598505528797.85229,,0.02518,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Other Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06094,0.07933,0.07399,0.49800,0.39647,0.42136,2021
224,224,Residential Buildings,1251223569158.91162,,0.01631,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Residential Buildings,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.05207,0.07046,0.06513,0.39456,0.30089,0.32313,2021
225,225,Transportation Equipment,319214520351.98218,,0.15422,0.20508,0.29992,0.27241,Equipment,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Transportation Equipment,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.18998,0.20837,0.20304,0.82627,0.76204,0.77942,2021
226,226,Equipment,4571425640406.57031,,0.14538,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Equipment,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.18561,0.23461,0.21893,0.81178,0.66848,0.70777,2021
230,230,Structures,8927295821987.31055,,0.03248,0.26075,0.35000,0.32144,Structures,-0.09369,0.35000,0.27234,0.46928,0.57520,0.55666,Structures,0.04023,0.08923,0.07355,corporate,0.01888,0.05133,0.04094,0.07271,0.12171,0.10603,0.52095,0.33735,0.37959,2021
231,231,Equipment,1610127359593.42920,,0.15633,0.20508,0.29992,0.27241,Equipment,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Equipment,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.19209,0.21048,0.20514,0.83803,0.77551,0.79255,2021
235,235,Structures,5050148178012.68848,,0.02496,0.20508,0.29992,0.27241,Structures,-0.23051,0.29992,0.18723,0.59591,0.39780,0.43989,Structures,0.03576,0.05414,0.04881,non-corporate,0.02131,0.02154,0.02147,0.06071,0.07910,0.07377,0.47989,0.38136,0.40539,2021
236,236,Overall,20307631130712.19531,,0.06162,0.26047,0.34932,0.32089,Overall,-0.09605,0.34847,0.27067,0.46813,0.57420,0.55564,Overall,0.04014,0.08902,0.07338,corporate,0.01879,0.05112,0.04077,0.10176,0.15064,0.13500,0.48224,0.35881,0.38918,2021
237,237,Overall,17036588869287.80469,,0.02639,0.20549,0.30027,0.27278,Overall,-0.22653,0.30122,0.18899,0.59722,0.39892,0.44110,Overall,0.03587,0.05425,0.04892,non-corporate,0.02142,0.02164,0.02158,0.06226,0.08064,0.07531,0.24108,0.20471,0.21379,2021
0,0,Prepackaged software,72268924053.12727,ENS1,0.55000,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.59023,0.63923,0.62355,0.95461,0.90461,0.92003,2022
1,1,Custom software,197240164684.60291,ENS2,0.33000,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.37023,0.41923,0.40355,0.92658,0.85052,0.87346,2022
2,2,Mainframes,17413293618.87355,EP1A,0.46330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.50353,0.55253,0.53685,0.94657,0.88874,0.90646,2022
3,3,PCs,53550810953.45985,EP1B,0.46330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.50353,0.55253,0.53685,0.94657,0.88874,0.90646,2022
4,4,DASDs,0.00000,EP1C,0.46330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.50353,0.55253,0.53685,0.94657,0.88874,0.90646,2022
5,5,Printers,9260043910.94578,EP1D,0.46330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.50353,0.55253,0.53685,0.94657,0.88874,0.90646,2022
6,6,Terminals,12396994619.05792,EP1E,0.46330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.50353,0.55253,0.53685,0.94657,0.88874,0.90646,2022
7,7,Tape drives,0.00000,EP1F,0.46330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.50353,0.55253,0.53685,0.94657,0.88874,0.90646,2022
8,8,Storage devices,7998988409.10011,EP1G,0.46330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.50353,0.55253,0.53685,0.94657,0.88874,0.90646,2022
9,9,System integrators,28310184524.93624,EP1H,0.46330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Computers and Software,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.50353,0.55253,0.53685,0.94657,0.88874,0.90646,2022
10,10,Special industrial machinery,277678587240.98022,EI40,0.10310,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Industrial Machinery,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.14333,0.19233,0.17665,0.79768,0.63998,0.68320,2022
11,11,General industrial equipment,476419502162.85541,EI50,0.10720,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Industrial Machinery,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.14743,0.19643,0.18075,0.80390,0.64891,0.69158,2022
12,12,Office and accounting equipment,7268611167.04590,EP12,0.31190,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Instruments and Communications Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.35213,0.40113,0.38545,0.92264,0.84320,0.86709,2022
13,13,Communications,498336136105.87726,EP20,0.11290,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Instruments and Communications Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.15313,0.20213,0.18645,0.81194,0.66062,0.70252,2022
14,14,Photocopy and related equipment,25020946205.02676,EP31,0.18000,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Instruments and Communications Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.22023,0.26923,0.25355,0.87315,0.75630,0.79014,2022
15,15,Nonelectro medical instruments,133227504586.31784,EP34,0.13500,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Instruments and Communications Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.17523,0.22423,0.20855,0.83773,0.69948,0.73848,2022
16,16,Electro medical instruments,75049828223.00996,EP35,0.13500,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Instruments and Communications Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.17523,0.22423,0.20855,0.83773,0.69948,0.73848,2022
17,17,Nonmedical instruments,108363933017.88855,EP36,0.13500,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Instruments and Communications Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.17523,0.22423,0.20855,0.83773,0.69948,0.73848,2022
18,18,Household furniture,8900871527.04918,EO11,0.13750,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Office and Residential Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.17773,0.22673,0.21105,0.84021,0.70332,0.74201,2022
19,19,Other furniture,201600171016.62607,EO12,0.11790,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Office and Residential Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.15813,0.20713,0.19145,0.81847,0.67027,0.71149,2022
20,20,Household appliances,2759304252.24404,EO71,0.16500,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Office and Residential Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.20523,0.25423,0.23855,0.86320,0.73991,0.77535,2022
21,21,Service industry machinery,100661650545.77032,EO60,0.15280,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.19303,0.24203,0.22635,0.85387,0.72486,0.76168,2022
22,22,Other electrical,16821590673.30212,EO72,0.18340,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.22363,0.27263,0.25695,0.87521,0.75973,0.79323,2022
23,23,Other,219586535061.53326,EO80,0.14730,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.18753,0.23653,0.22085,0.84924,0.71749,0.75497,2022
24,24,Nuclear fuel,6455272412.79992,EI11,0.25000,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Industrial Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.29023,0.33923,0.32355,0.90531,0.81169,0.83947,2022
25,25,Other fabricated metals,117546642593.84708,EI12,0.09170,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Industrial Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.13193,0.18093,0.16525,0.77811,0.61256,0.65731,2022
26,26,Metalworking machinery,218890188220.55261,EI30,0.12250,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Industrial Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.16273,0.21173,0.19605,0.82408,0.67867,0.71929,2022
27,27,Electric transmission and distribution,423453244425.71625,EI60,0.05000,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Industrial Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.09023,0.13923,0.12355,0.65660,0.46296,0.51121,2022
28,28,Farm tractors,24563500688.93158,EO21,0.14520,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Industrial Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.18543,0.23443,0.21875,0.84739,0.71457,0.75230,2022
29,29,Construction tractors,9895536359.50878,EO22,0.16330,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Industrial Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.20353,0.25253,0.23685,0.86197,0.73791,0.77354,2022
30,30,Other agricultural machinery,46750113837.50497,EO30,0.11790,0.26075,0.35000,0.32144,Equipment,-0.09369,0.35000,0.27234,0.47059,0.57485,0.55660,Other Industrial Equipment,0.04023,0.08923,0.07355,corporate,0.01893,0.05129,0.04094,0.15813,0.20713,0.19145,0.81847,0.67027,0.71149,2022
